Home Team:,MTL,30,3-6,Montreal,Ouis
Away Team:,KON,12,5-4,Kelowna,Keions
 
Stadium:,The Canadian Lourve,Montreal QU
 
Play:,Ball:,Offense:,Defense:,Kickoff:,Down:,Distance:,LOS:,Passing Yards:,Incomplete:,Rushing Yards:,Kicking Yards:,Punting Yards:,Return Yards:,Sack:,FG:,TD:,Safety:,Interception:,Fumble:,Turnover:,Minor Injury:,Major Injury:,Injured Position:,Penalty:,Penalty Type:,Penalty Yards:,Was Accepted?:
First Quarter:
26,KON,Sweep,Cover 1 Mike Dog,False,2,16,19,0,False,9,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
27,KON,Play Action,Cover 3,False,3,7,28,35,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
28,KON,Sweep,Cover 1 Mike Dog,False,1,10,63,0,False,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
29,KON,Sweep,Cover 1 Mike Dog,False,2,10,63,0,False,-6,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
30,KON,Blast,Cover 2,False,3,16,57,0,False,5,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
31,KON,Field Goal,,False,4,11,62,0,False,0,0,0,0,False,True,False,False,False,False,False,False,False,,False,,0,False
32,KON,Kickoff,,True,0,0,0,0,False,0,65,0,25,False,False,False,False,False,False,False,False,False,,False,,0,False
33,MTL,Option,Cover 0 Bullets,False,1,10,25,0,False,-3,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
34,MTL,Option,Cover 0 Bullets,False,2,13,22,0,False,13,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
35,MTL,Play Action,Cover 0 Bullets,False,1,10,35,0,True,0,0,0,0,False,False,False,False,False,False,False,False,False,,False,,0,False
